nome,endereco,lat,lon,DS
Lanchonete Boa Esperança,"R. Marquês de Lages, 1419 - Vila Moraes, São Paulo - SP",-23.6266465,-46.6050359,DSP4
Nova Fundação Lanchonete e Restaurante,"Av. Conde Francisco Matarazzo, 614 - Fundação, São Caetano do Sul - SP",-23.6062102,-46.5702057,DSP4
Bar Lanchonete La Copa,"R. Serafim Constantino, 68 - Centro, São Caetano do Sul - SP",-23.6106869,-46.5705655,DSP4
Hambúrgaria e Pastelaria lacerda,"Rua Almirante Mariath, 45 - Ipiranga, São Paulo - SP",-23.6040087,-46.596242,DSP4
Matarazzo Lanchonete,"Av. Conde Francisco Matarazzo, 345 - Fundação, São Caetano do Sul - SP",-23.6088169,-46.570673,DSP4
Lanchonete Da Tia,"R. Flor do Pinhal, 32 - Vila Heliopolis, São Paulo - SP",-23.6153303,-46.5931526,DSP4
Bar e lanchonete bate papo,"R. Comandante Taylor, 139 - Ipiranga, São Paulo - SP",-23.600205,-46.6030753,DSP4
Lanchonete Cirilo Domiense,"R. Aragarças, 92 - Vila Independencia, São Paulo - SP",-23.6024994,-46.5845326,DSP4
Daria Lanchonete,"R. Marquês Maricá, 766 - Sacomã, São Paulo - SP",-23.6141274,-46.5983666,DSP4
J.C Concert - Assistência Técnica de Celular - Tablet - Ipad,"R. Clemente Pereira, 436 - Ipiranga, São Paulo - SP",-23.5982743,-46.6012524,DSP4
Jcell - Assistência Técnica,"R. Perrella, 403 - Fundação, São Caetano do Sul - SP",-23.608985,-46.57119,DSP4
Assistência Técnica Manutenção de elite,"R. Viracopos, 116 - Cidade Nova Heliópolis, São Paulo - SP",-23.615761,-46.591464,DSP4
Chaveiro Exato,"Av. Padre Arlindo Vieira, 793 - Vila Vermelha, São Paulo - SP",-23.6291805,-46.6018991,DSP4
"MAXIMUS SISTEMAS, CHAVEIRO, CARIMBOS","R. Bom Pastor, 2321 - Ipiranga, São Paulo - SP",-23.5969399,-46.6057854,DSP4
Princesinha Do Bosque Lanchonete e Restaurante,"Av. Bosque da Saúde, 1933 - Vila da Saúde, São Paulo - SP",-23.6131864,-46.6202132,DSP4
Uva & Açai Lanchonete e Restaurante,"Av. Jabaquara, 1640 - Mirandópolis, São Paulo - SP",-23.618621,-46.6394238,DSP4
Lanchonete União da Saúde,"Av. Jabaquara, 1450 - Vila da Saúde, São Paulo - SP",-23.6169272,-46.6391059,DSP4
Lanchonete Original Hamburguer,"R. das Rosas, 52 - Mirandópolis, São Paulo - SP",-23.6087009,-46.6382722,DSP4
Bar e Lanchonete Eudes,"Av. Ceci, 1350 - Planalto Paulista, São Paulo - SP",-23.6211923,-46.6497345,DSP4
Lanchonete Novo Oriente,"Rua Caramuru, 844 - Vila da Saúde, São Paulo - SP",-23.6116124,-46.6366662,DSP4
Lancheteria Bê-á-Bá do Paladar,"R. Domingos de Rogatis, 228 - Jardim da Saúde, São Paulo - SP",-23.612792,-46.6154236,DSP4
IDay Sorveteria Artesanal,"R. Francisco Tapajós, 758 - B - Vila Santo Estefano, São Paulo - SP",-23.6268865,-46.6217262,DSP4
Bōru Sorvete Criativo,"Av. Miguel Estefno, 240 - Vila da Saúde, São Paulo - SP",-23.6204626,-46.6373654,DSP4
The Best Açaí - Vila da Saúde,"R. Carneiro da Cunha, 456 - Vila da Saúde, São Paulo - SP",-23.6172555,-46.6362462,DSP4
Açaí São Paulo - Distribuidor Moema,"Av. Indianópolis, 3281 - Planalto Paulista, São Paulo - SP",-23.6264073,-46.6447104,DSP4
Açaí do Dieguin,"R. Cap. Leovigildo Silvério Gomes dos Reis - Planalto Paulista, São Paulo - SP",-23.6236303,-46.6426495,DSP4
Oggi Sorvetes - Loja Vila Guarani,"Av. do Café, 720 - Vila Guarani (Zona Sul), São Paulo - SP",-23.6324039,-46.6365774,DSP4
Eskimó Sorvetes - São Paulo / Cursino,"Av. do Cursino, 1275 - Jardim da Saúde, São Paulo - SP",-23.6137395,-46.6171351,DSP4
Sou Ice Vila da Saúde,"Av. do Cursino, 1770 - Vila da Saúde, São Paulo - SP",-23.617926,-46.6185767,DSP4
Açaintonia - Delivery de Açaí e Cupuaçu,"R. Jacob Eduardo Toedtly, 94 - Vila Guarani, São Paulo - SP",-23.6310563,-46.6387555,DSP4
The Best Açaí Vila das Mercês,"R. Simão Lopes, 23 - Vila das Merces, São Paulo - SP",-23.6316838,-46.6047706,DSP4
chaveiro são Pedro,"Av. Morumbi, 8471 - Jardim das Acacias, São Paulo - SP",-23.6213718,-46.6889325,DSP4
Lanchonete Veras,"R. Rio Claro, 491 - Vila Camilópolis, Santo André - SP",-23.6161941,-46.5284362,DSP4
ZN Assistência Técnica,"Av. dos Estados, 105 - Utinga, Santo André - SP",-23.6282716,-46.5397891,DSP4
DK Tecnologia Info - Assistencia Tecnica & Acessorios,"Av. Sapopemba, 700 - loja 19 - Jardim Utinga, Santo André - SP",-23.619718,-46.5144988,DSP4
MGCELL assistência técnica Acessórios e Componentes,"Av. Martim Francisco, 818 - Vila Alto de Santo Andre, Santo André - SP",-23.6283762,-46.5156732,DSP4
Smart Bom assistência técnica e acessórios,"R. Guadalupe, 481 - Parque das Nações, Santo André - SP",-23.6347716,-46.5148988,DSP4
VisionTech - assistência técnica e soluções em tecnologia,"R. Vitória Régia, 448 - Campestre, Santo André - SP",-23.6395555,-46.542734,DSP4
CELLBERT ASSISTÊNCIA TÉCNICA CELULAR,"Av. Utinga, 1013 - Utinga, Santo André - SP",-23.6243976,-46.537348,DSP4
Outlet Smart - Assistência Técnica de Celulares e Tablets,"R Oratório, 1554 b - Parque das Nações, Santo André - SP",-23.638111,-46.518291,DSP4
Centertec Soluções em Informática,"R. Alegre, 726 - Santa Paula, São Caetano do Sul - SP",-23.6228781,-46.5515761,DSP4
Assistência técnica Rogério,"R. Pindorama, 927 - Parque João Ramalho, Santo André - SP",-23.641092,-46.507635,DSP4
DGM Eletrônica,"Av. Estados Unidos, 861 - Parque das Nações, Santo André - SP",-23.6324389,-46.5300088,DSP4
Lanchonete Elite do Jabaquara LTDA-ME,"R. dos Jequitibás, 175 - Jabaquara, São Paulo - SP",-23.6465583,-46.6420708,DSP4
Lanchonete 2 em 1,"R. dos Jequitibás, 207 - Jardim Oriental, São Paulo - SP",-23.6464528,-46.6426672,DSP4
Bar Lanchonete do Guerreiro,"Av. Pedro Bueno, 156 - Jabaquara, São Paulo - SP",-23.6327456,-46.647436,DSP4
Lanchonete Yumi,"R. Prof. Francisco Emydio da Fonseca Telles, 12 - Vila Santa Catarina, São Paulo - SP",-23.6463823,-46.6562706,DSP4
Bar e lanchonete Gaúcho,"Av. Santa Catarina, 625 - Vila Alexandria, São Paulo - SP",-23.6412231,-46.6668383,DSP4
SOS GÁS E ÁGUA,"R. Estr. dos Vianas, 81 - Sítio dos Vianas, Santo André - SP",-23.7111684,-46.5137631,DSP4
Pingo D'água II - Entrega de Gás e Água | Gás de Cozinha Vila Carrão,"R. Padre Gonçalves do Valê, 45 - Jardim Vila Carrao, São Paulo - SP",-23.6166051,-46.4633692,DSP4
Milk Shake Mix - Metrô Conceição,"Praça Barão de Japurá, 33 - Vila Guarani, São Paulo - SP",-23.6374272,-46.6409061,DSP4
Delicioso Açai,"R. Alba, 774 - Parque Jabaquara, São Paulo - SP",-23.6431664,-46.6572294,DSP4
Oggi Sorvetes Vila Mascote,"Av. Santa Catarina, 849 - Vila Mascote, São Paulo - SP",-23.6431928,-46.6654664,DSP4
Sorveteria Kascão Jabaquara,"Av. Gal. Valdomiro de Lima, 121/123 - Jabaquara, São Paulo - SP",-23.6402284,-46.6425047,DSP4
Açaí do chefe,"R. Palmares, 330 - Brooklin, São Paulo - SP",-23.6331956,-46.6704906,DSP4
Oggi Sorvetes - Campo Belo,"R. Zacarias de Gois, 1171 - Campo Belo, São Paulo - SP",-23.6232282,-46.6717897,DSP4
Oggi Sorvetes Joaquim Nabuco,"R. Joaquim Nabuco, 315 - Brooklin, São Paulo - SP",-23.6246486,-46.6827397,DSP4
Sorveteria boralí,"Av. Santa Catarina, 1887 - loja 4 - Vila Santa Catarina, São Paulo - SP",-23.6511785,-46.6594663,DSP4
Yogu Young,"R. Palestina, 350 - Vila Mascote, São Paulo - SP",-23.6441017,-46.6689196,DSP4
Jumper informática Assistência Técnica,"R. Zacarias de Gois, 1576 - Campo Belo, São Paulo - SP",-23.6206491,-46.6689309,DSP4
Rino Service Assistencia Tecnica Deca,"Av. Pedro Bueno, 190 - Jabaquara, São Paulo - SP",-23.6330858,-46.6475446,DSP4
Dual Solution Informática,"Av. Santa Catarina, 401 - Vila Alexandria, São Paulo - SP",-23.6399154,-46.668522,DSP4
Acahi,"Av. Eng. Armando de Arruda Pereira, 1155 - Conceição, São Paulo - SP",-23.6376341,-46.6410799,DSP4
M2 Informática,"R. Dr. Gentil Leite Martins, 127 - Jardim Prudência, São Paulo - SP",-23.6457413,-46.6726093,DSP4
Senhor Smart Campo Belo - Assistência Técnica de Celulares Especializada em Apple e Android,"R. Vieira de Morais, 1319 - Campo Belo, São Paulo - SP",-23.6235881,-46.6698721,DSP4
Daniel Portuga | Assistência técnica para notebooks e computadores SP Zona sul,"R. Dr. Gentil Leite Martins, 152 - Vila Nova Caledonia, São Paulo - SP",-23.6464815,-46.6735002,DSP4
Assistência Técnica Whitaker,"Av. José Maria Whitaker, 2468 - Planalto Paulista, São Paulo - SP",-23.6219575,-46.6424586,DSP4
"Valtec Informática e Celulares | Assistência técnica de Celulares, Tablets e Notebooks","R. Taquaruçu, 169 - Jabaquara, São Paulo - SP",-23.6407146,-46.6449149,DSP4
Tecnonot,"Av. Eng. George Corbisier, 216 - Sala 3 - Jabaquara, São Paulo - SP",-23.6388133,-46.6426401,DSP4
Colimed Assistência Técnica e Manutenção de Equipamentos | Autoclaves,"Rua Mina de Ouro, 98 - Jabaquara, São Paulo - SP",-23.633658,-46.6454078,DSP4
Lanches do Purtuga,"Av. Caminho do Mar, 2853 - Rudge Ramos, São Bernardo do Campo - SP",-23.6620986,-46.570412,DSP4
Lanchonete e Restaurante Hamburguer ABC,"Av. Senador Vergueiro, 4958 - Rudge Ramos, São Bernardo do Campo - SP",-23.6546775,-46.5705567,DSP4
"Big Box ""Sucos & Lanches""","Av. Caminho do Mar, 3344 - Box 31 - Rudge Ramos, São Bernardo do Campo - SP",-23.657775,-46.571176,DSP4
Bar e Lanches Fortaleza,"R. Pirapitingui, 385 - Rudge Ramos, São Bernardo do Campo - SP",-23.6620641,-46.5596259,DSP4
Micaele Lanchonete e Restaurante,"R. das Figueiras, 119 - Jardim, Santo André - SP",-23.6557233,-46.5358063,DSP4
Restaurante e Lanchonete Da Nete,"Av. Bpo. César Dacorso Filho, 103, Av. Bpo. César Dacorso Filho, 103 - Vila Angelina, São Bernardo do Campo - SP",-23.6539434,-46.5733612,DSP4
giga net bar e lanchonete,"Rua Teresina, 37A - Vila Guiomar, Santo André - SP",-23.656747,-46.54856,DSP4
Sorvetes Naturais,"R. Santo André, 181 - Vila Assunção, Santo André - SP",-23.6635346,-46.5277504,DSP4
Lanchonete Anchieta,"Av. Padre Anchieta, 160 - Jardim, Santo André - SP",-23.6534133,-46.531829,DSP4
Lanches do Purtuga,"Av. Caminho do Mar, 2853 - Rudge Ramos, São Bernardo do Campo - SP",-23.6620986,-46.570412,DSP4
The Best Açaí Rudge Ramos,"Av. Senador Vergueiro, 4771 - Rudge Ramos, São Bernardo do Campo - SP",-23.6563733,-46.5696317,DSP4
lanchonete e restaurante chm,"Tv. Apeninos, 55 - Vila Assunção, Santo André - SP",-23.6659816,-46.5271167,DSP4
Lanchonete nega e alemão,"Tv. Pequi, 626 - Vila Guiomar, Santo André - SP",-23.6573582,-46.5496338,DSP4
Açaí Tia Rose,"R. Aparecida, 199 - Boa Vista, São Caetano do Sul - SP",-23.6374895,-46.5618881,DSP4
Império Do Rudge Lanchonete E Restaurante,"Vila Helena, São Bernardo do Campo - SP",-23.6528969,-46.5714591,DSP4
Lanchonete Fortaleza,"R. Sen. Flaquer, 420 - Centro, Santo André - SP",-23.6620945,-46.5241173,DSP4
Derreto,"Av. Pres. Kennedy, 3064 - Santa Paula, São Caetano do Sul - SP",-23.6387209,-46.5592817,DSP4
Quintero's Lanchonete e Restaurante,"Rua Coronel Alfredo Flaquer, 118 - Vila Assunção, Santo André - SP",-23.6614114,-46.5276889,DSP4
Açaí do Centro,"R. Bernardino de Campos, 187 - Centro, Santo André - SP",-23.6548816,-46.5282937,DSP4
Lanchonete Nova Ferroviária,"R. Visc. de Taunay, 60 - Tamanduateí 5, Santo André - SP",-23.6525892,-46.5273433,DSP4
Sorveteria Kascão Express,"R. São Bernardo, 58 - Boa Vista, São Caetano do Sul - SP",-23.638742,-46.559664,DSP4
Lanchonete do Reginaldo,"Av. Dr. Rudge Ramos, 272 - Rudge Ramos, São Bernardo do Campo - SP",-23.65264,-46.5736979,DSP4
Mix Sorveteria e Hamburgueria,"R. Carnaúba, 171 - Vila Guiomar, Santo André - SP",-23.6608539,-46.5481364,DSP4
Oggi Sorvetes - Rudge Ramos,"Av. Senador Vergueiro, 3732 - Rudge Ramos, São Bernardo do Campo - SP",-23.6636103,-46.5629441,DSP4
Acai da Barra - Paulicéia,"R. M.m.d.c., 426 - Paulicéia, São Bernardo do Campo - SP",-23.6686186,-46.5885818,DSP4
"TO GO Mercado de congelados, sorveteria e açaiteria.","R. Cavalheiro Ernesto Giuliano, 721 - São José, São Caetano do Sul - SP",-23.6350666,-46.5651567,DSP4
Chaveiro Gil Sales,"R. Boa Vista, 523 B - Quiosque 01 - Boa Vista, São Caetano do Sul - SP",-23.6428069,-46.5609819,DSP4
Chaveiro Oliveira Lima,"R. Álvares de Azevedo, 99 - Quisq 15, Santo André - SP",-23.6576987,-46.5286529,DSP4
Chaveiro Extra Rudge Ramos,"Av. Caminho do Mar, 3629 - Rudge Ramos, São Bernardo do Campo - SP",-23.6551549,-46.5716396,DSP4
Chaveiro Império das Chaves,"Av. Padre Manuel da Nóbrega, 352 - Jardim, Santo André - SP",-23.6525811,-46.5349358,DSP4
Chaveiro JM Salles,"R. Manoel Augusto Ferreirinha, 846 - Nova Gerti, São Caetano do Sul - SP",-23.6387337,-46.5650654,DSP4
Chaveiro ultrachave,"Av. Industrial, 180 - Jardim, Santo André - SP",-23.6521603,-46.5299251,DSP4
G.G. Chaveiro,"R. Estér, 372 - Vila Alpina, Santo André - SP",-23.6528805,-46.5420777,DSP4
"FF Automecânica, Elétrica e Chaveiro","R. Manoel Augusto Ferreirinha, 432 - Nova Gerti, São Caetano do Sul - SP",-23.6388262,-46.5691167,DSP4
Banca JC Chaveiro e Carimbo,"R. Catequese, 120 - Jardim, Santo André - SP",-23.6531851,-46.5307123,DSP4
Chaveiro e Carimbos Vila Guiomar,"R. das Monções, 1222 - Jardim, Santo André - SP",-23.6540143,-46.5425051,DSP4
Lanchonete do Carlos,"R. Platina, 305 - Taboão, Diadema - SP",-23.6617112,-46.6196752,DSP4
Lanchonete Jabaquara Tapioca e Açai com mate,"R. dos Jequitibás, 237 - Jabaquara, São Paulo - SP",-23.6464766,-46.6427286,DSP4
Nika Lanches & Salgados - Parque Bristol,"R. João José da Silva, 434 - Parque Bristol, São Paulo - SP",-23.6486233,-46.6041962,DSP4
Casa do Sorvete Pinco Pallina,"Av. Lino de Almeida Pires, 657 - Vila Guarani (Zona Sul), São Paulo - SP",-23.6437842,-46.635257,DSP4
Lanchonete João Maria de Almeids,"Av. João Maria de Almeida, 38 - Vila Campestre, São Paulo - SP",-23.6593832,-46.6445896,DSP4
Giro Gusto,"Praça Hugo Montel, 10 - Trailer Branco, São Paulo - SP",-23.6421402,-46.6013017,DSP4
Lanchonete Chega Mais,"R. Javari, 976 - Taboão, Diadema - SP",-23.6632189,-46.619617,DSP4
W.L Açaí e Doces,"R. Rolando Curti, 526 - Vila Clara, São Paulo - SP",-23.6716353,-46.6424582,DSP4
V&C Lanchonete,"R. Eça de Queirós, 339 - Campanário, Diadema - SP",-23.6697731,-46.6257775,DSP4
Ice Goela Prestes Maia - Açaí & Sorvetes,"Av. Prestes Maia, 2348 - Taboão, Diadema - SP",-23.6689092,-46.6106008,DSP4
Lanchonete Antares II,"Av. Almiro Senna Ramos, 153 - Taboão, Diadema - SP",-23.669705,-46.609029,DSP4
Açaí da ilha,"R. Diário de Notícias, 10 - Parque do Estado, São Paulo - SP",-23.6633817,-46.6310257,DSP4
Restaurante e Lanchonete Cidade Vargas,"R. dos Comerciários, 160 - Cidade Vargas, São Paulo - SP",-23.6476464,-46.6389816,DSP4
Açai Lover's e Tapioca - Taboão SBC,"Av. do Taboão, 3895 - Taboão, São Bernardo do Campo - SP",-23.6636972,-46.6066782,DSP4
Lanchonete Gentiourense,"Av. Eng. George Corbisier, 560 - Jabaquara, São Paulo - SP",-23.6415765,-46.6441288,DSP4
Açaí Janeiro a Janeiro,"Av. dos Ourives, 1103 - Jardim Sao Saverio, São Paulo - SP",-23.6547536,-46.6037249,DSP4
Hamburgueria do Jorge da Pamonha,"R. Jorge Morais, 10 - Parque Bristol, São Paulo - SP",-23.651581,-46.60785,DSP4
Império Açaí e Sorvetes,"R. Nove de Julho, 428 - Canhema, Diadema - SP",-23.6769516,-46.6042146,DSP4
Lanchonete Americanopoliss,"Rua Las Palmas - Americanópolis, São Paulo - SP",-23.6663731,-46.6426131,DSP4
Oggi Sorvetes - Taboão Diadema,"Av. Prestes Maia, 2183 - Centro, Diadema - SP",-23.6698568,-46.6115747,DSP4
Stillus Lanchonete,"R. das Corruiras, 635 - Jabaquara, São Paulo - SP",-23.6557216,-46.6451683,DSP4
Lanchonete Encontro Marcado,"r. Antiga do Mar, 844 - Americanópolis, São Paulo - SP",-23.6707836,-46.6433854,DSP4
Açai da ju,"Av. Muzambinho, 165 - Vila Fachini, São Paulo - SP",-23.6609536,-46.6388081,DSP4
Lanchonete 3 fit,"R. Cinco de Outubro, 399 - Americanópolis, São Paulo - SP",-23.6599792,-46.6424199,DSP4
Açaí São Miguel,"R. Itália - 169, Diadema - SP",-23.6751213,-46.6096018,DSP4
Lanchonete Rua 2,"R. Jorge Morais, 64 - Parque Bristol, São Paulo - SP",-23.6516211,-46.607344,DSP4
Kigostoso Açaí e Sorvetes,"Rua Professor Sylla Mattos, 236 - Jardim Santa Cruz (Sacoma), São Paulo - SP",-23.6389578,-46.596442,DSP4
Mix Mais Açaí Taboão,"Av. Almiro Senna Ramos, 30 - Taboão, Diadema - SP",-23.670465,-46.609921,DSP4
Oggi Sorvetes - Jabaquara,"Rua José Veríssimo da Costa Pereira, 35 Esquina, Av. Eng. Armando de Arruda Pereira, 2485 - Jabaquara, São Paulo - SP",-23.6497711,-46.6402772,DSP4
Açai do Ceara,"Av. Cupecê, 4085 - Jardim Prudência, São Paulo - SP",-23.670924,-46.6464929,DSP4
Oggi Sorvetes - Loja Taboão,"Av. do Taboão, 2987 - Taboão, São Bernardo do Campo - SP",-23.6577328,-46.6011881,DSP4
SOU ICE,"Av. Brasília, 707 - Campanário, Diadema - SP",-23.6650287,-46.6211903,DSP4
"Jah | Açaí, Sorvetes, Picolés, Milkshakes","R. Manoel da Nóbrega, 712 - Centro, Diadema - SP",-23.6916005,-46.6233279,DSP4
Wander Chaveiro,"Av. Eng. Armando de Arruda Pereira, 4612 - Americanópolis, São Paulo - SP",-23.665286,-46.6382637,DSP4
Chaveiro Nova Esperança,"Av. Padre Arlindo Vieira, 3374 - Parque Bristol, São Paulo - SP",-23.6463588,-46.6095877,DSP4
Chaveiro 24 horas,"R. Eugênia Sá Vitale, 896 - Vila Santa Luzia, São Bernardo do Campo - SP",-23.6591663,-46.6107582,DSP4
Chaveiro Jabaquara - METRONAL CHAVEIRO,"Av. Eng. Armando de Arruda Pereira, 2375 - Metrô Jabaquara, São Paulo - SP",-23.6485096,-46.6400192,DSP4
Chaveiro Chave Mestra,"R. José de Melo, 75 - Vila Caraguata, São Paulo - SP",-23.6459557,-46.6060797,DSP4
Chaveiro de Ouro,"R. dos Jequitibás, 407 - Jabaquara, São Paulo - SP",-23.6461693,-46.6445306,DSP4
Chaveiro House Car,"Av. Brasília, 927 - Jardim Campanario, Diadema - SP",-23.6634564,-46.6203506,DSP4
Kung Chaveiro,"R. João José da Silva, 132 - Vila Caraguata, São Paulo - SP",-23.6478651,-46.6070043,DSP4
Chaves e Ferragens Araújo – Chaveiro e Serviços de Ferragens em São Paulo,"Av. Cupecê, 4687 - Jardim Prudência, São Paulo - SP",-23.6748056,-46.6423931,DSP4
Chaveiro JBI Cell,"R. Carmine di Genio, 191 - Jardim Oriental, São Paulo - SP",-23.6462598,-46.6469448,DSP4
DM CHAVEIRO 24HORAS,"Rua Giovanni da Conegliano, 498 - Vila Liviero, São Paulo - SP",-23.6522792,-46.6001718,DSP4
Jjservicos de Chaveiro,"Av. Eng. George Corbisier, 1141 - Jabaquara, São Paulo - SP",-23.6468566,-46.6449206,DSP4
JK CHAVEIRO,"R. Suíça, 128 - Vila Santa Luzia, São Bernardo do Campo - SP",-23.6641244,-46.6071431,DSP4
Chaveiro Freitas,"Av. Helvétia, 593 - Suiço, São Bernardo do Campo - SP",-23.6538487,-46.5995746,DSP4
Chaveiro Pantoja Diadema,"Av. Dom João VI, 445 - Taboão, Diadema - SP",-23.6764177,-46.6076213,DSP4
Chaveiro 461,"R. Hugo Vítor Silva, 461 - Americanópolis, São Paulo - SP",-23.6675431,-46.6419926,DSP4
CHAVEIRO,"R. Charruas, 1 - Cidade Vargas, São Paulo - SP",-23.6449954,-46.6357614,DSP4
New Tech - Assistência Técnica e Acessórios,"R. Hildebrando Siqueira, 625 - Americanópolis, São Paulo - SP",-23.661663,-46.639066,DSP4
Chaveiro Eduardo,"R. Afonso XIII, 641 - Vila Campestre, São Paulo - SP",-23.6566424,-46.650712,DSP4
Domenico Chaveiro,"Avenida Engenheiro Armando de Arruda Pereira, 1357-Lado A - Vila Guarani, São Paulo - SP",-23.639502,-46.641048,DSP4
MEGA - Computadores e Notebooks - Assistência Técnica,"R. Lima Barreto, 126 - Campanário, Diadema - SP",-23.6698104,-46.6234404,DSP4
Assistência Técnica Silva & Rodrigues,"Av. Brasília, 145 - Campanário, Diadema - SP",-23.6692594,-46.6181817,DSP4
Edizotec Refrigeração,"R. Giúlio Campi, 79 - Vila Caraguata, São Paulo - SP",-23.6456302,-46.6061967,DSP4
ATM Celulares,"Av. Eng. Armando de Arruda Pereira, 2937 - Loja 2 Bloco C - Jabaquara, São Paulo - SP",-23.6515747,-46.6378687,DSP4
L2M Acessórios e Assistência Técnica,"R. Eça de Queirós, 186 - Campanário, Diadema - SP",-23.6697708,-46.6250986,DSP4
KS Tech Assistência Técnica de Celular - Especializado em iPhone e Android,"Av. Brasília, 305 - Campanário, Diadema - SP",-23.6679652,-46.618958,DSP4
"Hastec - Assistência Técnica Especializada em Linha Branca. (Brastemp, Consul, Eletrolux, entre outras)","R. Haiti, 149 - Vila Santa Luzia, São Bernardo do Campo - SP",-23.666599,-46.605871,DSP4
Infotec Eletrônica e Informática,"Av. Curió, 37 - Campanário, Diadema - SP",-23.6630713,-46.6201569,DSP4
Oseas Bastos Soluções - Assist Tecnica,"R. Dois de Novembro, 18 - Cidade Ademar, São Paulo - SP",-23.6642375,-46.6416863,DSP4
Água e Gás OPN Delivery,"Rua Giuseppe Boschi, 275 - Jardim Miriam, São Paulo - SP",-23.6837134,-46.645009,DSP4
Papa-léguas Distribuidora de Água e gás,"Rua Carlos Facchina, 196 - Americanópolis, São Paulo - SP",-23.6836903,-46.6474934,DSP4
Alemão água e gás,"R. Raínha das Missões, 246 - Vila Missionaria, São Paulo - SP",-23.6875228,-46.64797,DSP4
Gás e água RD,"R. Guaicuri, 125 - Cidade Júlia, São Paulo - SP",-23.6859259,-46.6459579,DSP4
Água e Gás,"Av. Yervant Kissajikian, 2602 - Americanópolis, São Paulo - SP",-23.6788645,-46.656759,DSP4
Gas Rapido - Cupecê,"Av. Cupecê, 5283 - Jardim Miriam, São Paulo - SP",-23.679712,-46.6395525,DSP4
DV Águas e Gás I,"R. Bento José de Moraes, 55 - Jardim Domitila, São Paulo - SP",-23.6881802,-46.6634105,DSP4
PH Distribuidora de Água e Gás,"Rua Conde Moreira Lima, 200 - Vila Santa Catarina, São Paulo - SP",-23.6597022,-46.6574962,DSP4
Wanfene Distribuidora de água mineral e gás natural,"R. Reg. Feijó, 138 - Centro, Diadema - SP",-23.6881211,-46.6227918,DSP4
Lanchonete Nova Alameda,"Al. Santo Amaro, 521 - Santo Amaro, São Paulo - SP",-23.6581799,-46.7058714,DSP4
Bj/Bolinha Distribuidora de Agua Mineral,"R. Martim Afonso, 429 - Conceição, Diadema - SP",-23.6934596,-46.6171552,DSP4
Aquáticos,"R. Charles Gomes de França, 71 - Parque Sete de Setembro, Diadema - SP",-23.6937545,-46.6314874,DSP4
Dias Distribuidora Agua Mineral E Gas,"R. Prof. Cardozo de Melo Neto, 18 - Jardim Santa Terezinha (Pedreira), São Paulo - SP",-23.6979106,-46.6378697,DSP4
Chaveiro DCN - Cidade Ademar - Zona sul,"R. Tomás Teixeira, 446 b - Cidade Ademar, São Paulo - SP",-23.6701634,-46.6694094,DSP4
Chaveiro Roma,"Av. Washington Luís, 1475 - Santo Amaro, São Paulo - SP",-23.6551808,-46.6922985,DSP4
Chaveiro Gama,"Av. Interlagos, 2501 - lj C7 - Campo Grande, São Paulo - SP",-23.676599,-46.6766321,DSP4
Big chaveiros,"Rua Isabel Schmidt, 374 - Santo Amaro, São Paulo - SP",-23.6520452,-46.7024256,DSP4
Chaveiro Key Time Codificada,"Av. das Nações Unidas, 22540 - Loja R44-12 - Jurubatuba, São Paulo - SP",-23.6783112,-46.7000585,DSP4
Chaveiro Santa Rita,"Av. João Dias, 853 - Santo Amaro, São Paulo - SP",-23.6464185,-46.709045,DSP4
MG Servcom - Chaveiros e Carimbos,"Av. Sargento Geraldo Sant'Ana, 306 - Jardim Taquaral, São Paulo - SP",-23.6635979,-46.6878989,DSP4
Chaveiro santos,"Rua Isabel Schmidt, 161 - Santo Amaro, São Paulo - SP",-23.6506515,-46.7042638,DSP4
Chavemar Com de Chaves Marajoara,"R. Frei Canísio, 165 - Vila Sofia, São Paulo - SP",-23.6604154,-46.6925778,DSP4
CHAVEIRO,"R. Amador Bueno, 229 - Santo Amaro, São Paulo - SP",-23.6529449,-46.7096537,DSP4
Chaveiro Rafael,"R. Manuel Alonso Medina, 520 - Jardim Umuarama, São Paulo - SP",-23.6586532,-46.6759514,DSP4
Serviços Belfort,"Rua Professor Guilherme Belfort Sabino, 716 - Campininha, São Paulo - SP",-23.6718723,-46.6806193,DSP4
Sapataria e Chaveiro Sabará,"R. Ten. José Maria Pinto, 277 - Jardim Anhanguera, São Paulo - SP",-23.6633421,-46.6910224,DSP4
Chaveiro e Banca Simões.,"Av. Cel. Francisco Júlio César Alfieri, 04 - Jardim Prudência, São Paulo - SP",-23.6554522,-46.6692354,DSP4
Chaveiro Valteci,"Av. Yervant Kissajikian, 172 - Vila Constancia, São Paulo - SP",-23.6661747,-46.6766718,DSP4
Veio Chaveiro,"R. Frei João do Rosário, 153 - Vila Marari, São Paulo - SP",-23.6679742,-46.6648586,DSP4
D. Cardoso Chaveiro,"Av. Cupecê, 1253 - Jardim Prudência, São Paulo - SP",-23.6553452,-46.6689129,DSP4
Nova Transagua Distribuidora de água e Gás,"Av. Atlântica, 2013 - Jardim Tres Marias, São Paulo - SP",-23.6840015,-46.7141907,DSP4
Distribuidora de Água Mineral Novo Mundo d'Águas,"Av. Leblon, 499 - Veleiros, São Paulo - SP",-23.682958,-46.7101574,DSP4
